CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,TIPO,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NA_Gto,PES,RSP,FXM,CAND_IND_1,PRI_PRD,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,OBSERVACIONES
'113084C0100,113084C0100,11,GUANAJUATO,50,DISTRITO IV,3084,3641,C,0,U,55,8,1,4,4,7,52,1,4,0,1,,0,0,5,142,403,Recuento
'113085B0100,113085B0100,11,GUANAJUATO,50,DISTRITO IV,3085,3642,B,0,U,118,11,1,5,6,7,63,4,3,2,1,,0,0,9,230,723,Cotejo
'113086B0100,113086B0100,11,GUANAJUATO,50,DISTRITO IV,3086,3643,B,0,U,59,12,3,8,3,8,44,3,4,0,0,,0,0,5,149,484,Cotejo
'113086C0100,113086C0100,11,GUANAJUATO,50,DISTRITO IV,3086,3644,C,0,U,74,11,4,8,1,5,31,3,4,1,0,,0,0,1,143,484,Cotejo
'113087B0100,113087B0100,11,GUANAJUATO,50,DISTRITO IV,3087,3645,B,0,U,76,7,0,8,2,5,40,0,0,1,0,,0,0,1,140,405,Cotejo
'113087C0100,113087C0100,11,GUANAJUATO,50,DISTRITO IV,3087,3646,C,0,U,68,8,0,6,1,7,39,7,3,1,1,,0,0,6,147,405,Cotejo
'113088B0100,113088B0100,11,GUANAJUATO,50,DISTRITO IV,3088,3647,B,0,U,96,15,2,6,0,13,84,1,2,1,2,,0,0,8,230,705,Cotejo
'113089B0100,113089B0100,11,GUANAJUATO,50,DISTRITO IV,3089,3648,B,0,U,67,8,2,11,0,4,52,0,2,1,1,,0,0,5,153,418,Cotejo
'113089C0100,113089C0100,11,GUANAJUATO,50,DISTRITO IV,3089,3649,C,0,U,78,9,3,4,3,6,31,0,3,0,1,,0,0,2,140,418,Cotejo
'113090B0100,113090B0100,11,GUANAJUATO,50,DISTRITO IV,3090,3650,B,0,U,70,7,1,3,1,4,43,2,4,1,3,,0,0,3,142,431,Cotejo
'113090C0100,113090C0100,11,GUANAJUATO,50,DISTRITO IV,3090,3651,C,0,U,57,0,0,6,1,5,41,3,1,0,0,,8,0,2,124,431,Cotejo
'113091B0100,113091B0100,11,GUANAJUATO,50,DISTRITO IV,3091,3652,B,0,U,54,7,1,5,3,8,53,4,3,3,1,,0,0,1,143,411,Cotejo
'113091C0100,113091C0100,11,GUANAJUATO,50,DISTRITO IV,3091,3653,C,0,U,47,10,0,5,1,6,52,2,2,2,1,,0,0,3,131,411,Cotejo
'113092B0100,113092B0100,11,GUANAJUATO,50,DISTRITO IV,3092,3654,B,0,U,74,11,3,8,0,7,77,1,2,1,0,,0,0,1,185,484,Cotejo
'113092C0100,113092C0100,11,GUANAJUATO,50,DISTRITO IV,3092,3655,C,0,U,89,13,1,15,3,11,57,1,3,0,2,,0,0,6,201,483,Cotejo
'113093B0100,113093B0100,11,GUANAJUATO,50,DISTRITO IV,3093,3656,B,0,U,59,10,1,3,0,7,42,2,3,1,1,,0,0,2,131,426,Cotejo
'113093C0100,113093C0100,11,GUANAJUATO,50,DISTRITO IV,3093,3657,C,0,U,68,10,2,6,0,2,54,2,3,1,1,,0,0,5,154,426,Cotejo
'113094B0100,113094B0100,11,GUANAJUATO,50,DISTRITO IV,3094,3658,B,0,U,107,12,3,13,3,3,70,1,1,1,1,,0,0,5,220,672,Cotejo
'113095B0100,113095B0100,11,GUANAJUATO,50,DISTRITO IV,3095,3659,B,0,U,51,6,0,9,1,2,44,2,2,0,0,,0,0,2,119,419,Cotejo
'113095C0100,113095C0100,11,GUANAJUATO,50,DISTRITO IV,3095,3660,C,0,U,57,12,0,6,3,1,52,1,4,1,0,,0,1,3,141,418,Cotejo
'113096B0100,113096B0100,11,GUANAJUATO,50,DISTRITO IV,3096,3661,B,0,U,100,9,1,5,3,7,48,1,1,0,2,,0,0,4,181,421,Cotejo
'113096C0100,113096C0100,11,GUANAJUATO,50,DISTRITO IV,3096,3662,C,0,U,77,12,1,9,2,4,54,2,3,0,0,,0,0,2,166,420,Cotejo
'113097B0100,113097B0100,11,GUANAJUATO,50,DISTRITO IV,3097,3663,B,0,U,84,5,0,8,0,6,65,0,1,2,3,,0,0,4,178,624,Cotejo
'113098B0100,113098B0100,11,GUANAJUATO,50,DISTRITO IV,3098,3664,B,0,U,109,7,4,9,0,7,85,2,1,0,4,,0,0,5,233,698,Cotejo
'113099B0100,113099B0100,11,GUANAJUATO,50,DISTRITO IV,3099,3665,B,0,U,63,18,0,7,0,5,35,0,0,1,2,,0,0,4,135,399,Cotejo
'113099C0100,113099C0100,11,GUANAJUATO,50,DISTRITO IV,3099,3666,C,0,U,57,8,0,11,1,0,34,1,2,0,2,,0,0,4,120,398,Cotejo
'113100B0100,113100B0100,11,GUANAJUATO,50,DISTRITO IV,3100,3667,B,0,U,76,13,0,5,2,4,25,2,2,0,1,,0,3,3,136,425,Cotejo
'113100C0100,113100C0100,11,GUANAJUATO,50,DISTRITO IV,3100,3668,C,0,U,64,2,0,2,2,0,44,1,3,1,2,,0,0,5,126,425,Cotejo
'113101B0100,113101B0100,11,GUANAJUATO,50,DISTRITO IV,3101,3669,B,0,U,108,9,1,10,1,13,76,1,1,0,1,,10,0,7,238,637,Cotejo
'113131B0100,113131B0100,11,GUANAJUATO,50,DISTRITO IV,3131,3698,B,0,U,166,15,2,11,1,9,58,7,2,0,6,,0,1,5,283,523,Cotejo
'113131C0100,113131C0100,11,GUANAJUATO,50,DISTRITO IV,3131,3699,C,0,U,160,20,1,4,3,7,44,6,2,1,2,,0,1,5,256,523,Cotejo
'113131C0200,113131C0200,11,GUANAJUATO,50,DISTRITO IV,3131,3700,C,0,U,159,16,1,5,0,17,56,6,1,0,4,,0,0,5,270,523,Cotejo
'113133B0100,113133B0100,11,GUANAJUATO,50,DISTRITO IV,3133,3701,B,0,U,74,13,2,5,2,10,43,1,1,1,3,,0,0,4,159,600,Cotejo
'113133C0100,113133C0100,11,GUANAJUATO,50,DISTRITO IV,3133,3702,C,0,U,93,6,0,8,4,5,42,1,1,2,3,,0,0,3,168,600,Cotejo
'113134B0100,113134B0100,11,GUANAJUATO,50,DISTRITO IV,3134,3703,B,0,U,8,17,0,8,2,7,63,0,2,0,3,,0,0,0,110,733,Cotejo
'113134C0100,113134C0100,11,GUANAJUATO,50,DISTRITO IV,3134,3704,C,0,U,108,13,1,6,2,11,83,3,0,0,0,,0,0,10,237,732,Cotejo
'113135B0100,113135B0100,11,GUANAJUATO,50,DISTRITO IV,3135,3705,B,0,U,107,21,1,5,1,8,47,5,1,1,2,,0,0,4,203,646,Cotejo
'113135C0100,113135C0100,11,GUANAJUATO,50,DISTRITO IV,3135,3706,C,0,U,109,8,2,3,2,1,57,6,1,2,1,,0,0,3,195,646,Cotejo
'113135C0200,113135C0200,11,GUANAJUATO,50,DISTRITO IV,3135,3707,C,0,U,118,12,3,11,1,13,45,3,0,2,0,,13,0,3,224,645,Cotejo
'113136B0100,113136B0100,11,GUANAJUATO,50,DISTRITO IV,3136,3708,B,0,U,132,18,2,5,2,9,47,3,0,1,3,,0,0,8,230,535,Cotejo
'113136C0100,113136C0100,11,GUANAJUATO,50,DISTRITO IV,3136,3709,C,0,U,159,21,4,7,2,10,36,6,1,0,0,,0,0,1,247,535,Cotejo
'113137B0100,113137B0100,11,GUANAJUATO,50,DISTRITO IV,3137,3710,B,0,U,100,10,2,4,3,5,43,3,4,0,0,,0,0,3,177,621,Cotejo
'113137C0100,113137C0100,11,GUANAJUATO,50,DISTRITO IV,3137,3711,C,0,U,90,9,0,6,2,10,46,3,3,0,0,,0,0,2,171,621,Cotejo
'113138B0100,113138B0100,11,GUANAJUATO,50,DISTRITO IV,3138,2063,B,0,R,117,6,0,9,2,6,87,2,1,1,1,,0,0,4,236,595,Cotejo
'113138C0100,113138C0100,11,GUANAJUATO,50,DISTRITO IV,3138,2064,C,0,R,114,11,3,8,3,7,75,2,2,2,1,,0,0,2,230,594,Cotejo
'113139B0100,113139B0100,11,GUANAJUATO,50,DISTRITO IV,3139,2065,B,0,R,97,16,1,15,3,7,93,0,2,2,1,,0,0,6,243,637,Recuento
'113139C0100,113139C0100,11,GUANAJUATO,50,DISTRITO IV,3139,2066,C,0,R,96,12,1,2,0,7,82,1,1,1,2,,0,0,3,208,636,Recuento
'113140B0100,113140B0100,11,GUANAJUATO,50,DISTRITO IV,3140,2067,B,0,R,87,13,1,3,1,6,58,4,1,0,0,,0,0,2,176,581,Cotejo
'113140C0100,113140C0100,11,GUANAJUATO,50,DISTRITO IV,3140,2068,C,0,R,97,8,2,10,1,8,63,1,1,0,0,,0,0,4,195,580,Cotejo
'113140C0200,113140C0200,11,GUANAJUATO,50,DISTRITO IV,3140,2069,C,0,R,93,9,1,7,0,5,57,2,5,2,1,,0,0,1,183,580,Cotejo
'113141B0100,113141B0100,11,GUANAJUATO,50,DISTRITO IV,3141,3712,B,0,U,83,17,2,6,0,10,64,2,1,1,1,,0,0,6,193,731,Cotejo
'113141C0100,113141C0100,11,GUANAJUATO,50,DISTRITO IV,3141,3713,C,0,U,74,10,0,6,0,6,77,0,3,1,1,,0,0,4,182,731,Recuento
'113142B0100,113142B0100,11,GUANAJUATO,50,DISTRITO IV,3142,2070,B,0,R,113,16,2,10,3,5,83,3,2,0,0,,0,0,0,237,665,Cotejo
'113142C0100,113142C0100,11,GUANAJUATO,50,DISTRITO IV,3142,2071,C,0,R,97,16,1,12,0,7,68,2,1,3,2,,0,0,4,213,665,Cotejo
'113142C0200,113142C0200,11,GUANAJUATO,50,DISTRITO IV,3142,2072,C,0,R,112,11,4,10,0,8,75,1,3,1,1,,0,1,5,232,665,Cotejo
'113149B0100,113149B0100,11,GUANAJUATO,50,DISTRITO IV,3149,3720,B,0,U,134,15,3,7,1,13,60,10,4,0,1,,0,0,4,252,554,Cotejo
'113149C0100,113149C0100,11,GUANAJUATO,50,DISTRITO IV,3149,3721,C,0,U,103,15,1,5,4,16,79,1,5,1,0,,0,1,2,233,554,Cotejo
'113150B0100,113150B0100,11,GUANAJUATO,50,DISTRITO IV,3150,3722,B,0,U,79,6,8,3,1,3,34,3,1,0,0,,0,0,1,139,563,Cotejo
'113150C0100,113150C0100,11,GUANAJUATO,50,DISTRITO IV,3150,3723,C,0,U,88,7,2,2,0,5,41,4,3,2,1,,0,0,1,156,563,Cotejo
'113150C0200,113150C0200,11,GUANAJUATO,50,DISTRITO IV,3150,3724,C,0,U,60,5,2,0,1,7,46,1,1,0,0,,0,0,5,128,563,Cotejo
'113151B0100,113151B0100,11,GUANAJUATO,50,DISTRITO IV,3151,3725,B,0,U,116,24,2,8,3,11,80,1,1,1,1,,0,0,2,250,715,Cotejo
'113151C0100,113151C0100,11,GUANAJUATO,50,DISTRITO IV,3151,3726,C,0,U,126,18,4,8,3,6,88,1,2,3,0,,0,0,7,266,715,Cotejo
'113152B0100,113152B0100,11,GUANAJUATO,50,DISTRITO IV,3152,3727,B,0,U,57,7,0,6,1,4,54,1,1,0,8,,0,0,5,144,567,Recuento
'113152C0100,113152C0100,11,GUANAJUATO,50,DISTRITO IV,3152,3728,C,0,U,56,7,4,3,3,0,62,1,2,0,0,,0,0,4,142,566,Cotejo
'113153B0100,113153B0100,11,GUANAJUATO,50,DISTRITO IV,3153,3729,B,0,U,85,13,4,5,0,7,69,0,1,1,3,,17,0,0,205,696,Cotejo
'113153C0100,113153C0100,11,GUANAJUATO,50,DISTRITO IV,3153,3730,C,0,U,84,6,2,7,1,9,53,1,1,0,3,,0,1,13,181,696,Cotejo
'113154B0100,113154B0100,11,GUANAJUATO,50,DISTRITO IV,3154,3731,B,0,U,58,7,0,7,1,1,55,1,2,3,0,,0,1,3,139,599,Cotejo
'113154C0100,113154C0100,11,GUANAJUATO,50,DISTRITO IV,3154,3732,C,0,U,58,10,0,5,2,8,51,1,0,0,2,,0,0,3,140,599,Cotejo
'113154C0200,113154C0200,11,GUANAJUATO,50,DISTRITO IV,3154,3733,C,0,U,74,8,0,2,1,5,52,2,1,0,2,,0,0,3,150,598,Cotejo
'113154C0300,113154C0300,11,GUANAJUATO,50,DISTRITO IV,3154,3734,C,0,U,68,9,2,8,3,6,62,2,3,2,0,,0,0,1,166,598,Cotejo
'111464B0100,111464B0100,11,GUANAJUATO,51,DISTRITO V,1464,2588,B,0,U,190,30,2,9,0,3,43,0,9,0,2,,,0,11,299,693,Cotejo
'111465B0100,111465B0100,11,GUANAJUATO,51,DISTRITO V,1465,2589,B,0,U,90,28,1,5,2,6,40,0,1,1,3,,,0,5,182,492,Cotejo
'111465C0100,111465C0100,11,GUANAJUATO,51,DISTRITO V,1465,2590,C,0,U,97,21,0,9,0,9,52,2,5,3,0,,,0,3,201,492,Cotejo
'111466B0100,111466B0100,11,GUANAJUATO,51,DISTRITO V,1466,2591,B,0,U,241,33,4,4,3,8,59,1,4,2,3,,,0,7,369,648,Cotejo
'111467B0100,111467B0100,11,GUANAJUATO,51,DISTRITO V,1467,2592,B,0,U,145,23,4,7,1,10,40,3,2,0,0,,,0,6,241,402,Cotejo
'111467C0100,111467C0100,11,GUANAJUATO,51,DISTRITO V,1467,2593,C,0,U,158,13,1,6,3,5,40,0,2,2,2,,,1,2,235,402,Cotejo
'111483B0100,111483B0100,11,GUANAJUATO,51,DISTRITO V,1483,2599,B,0,U,100,11,0,12,0,5,58,1,6,0,1,,,0,6,200,749,Cotejo
'111483C0100,111483C0100,11,GUANAJUATO,51,DISTRITO V,1483,2600,C,0,U,87,14,3,6,0,9,59,3,7,1,1,,,0,9,199,749,Cotejo
'111483C0200,111483C0200,11,GUANAJUATO,51,DISTRITO V,1483,2601,C,0,U,98,12,3,17,0,9,25,4,11,1,1,,,0,0,181,749,Cotejo
'111483C0300,111483C0300,11,GUANAJUATO,51,DISTRITO V,1483,2602,C,0,U,93,20,1,12,3,6,49,1,6,1,1,,,0,3,196,748,Cotejo
'111483C0400,111483C0400,11,GUANAJUATO,51,DISTRITO V,1483,2603,C,0,U,91,15,1,10,0,3,41,2,8,0,1,,,0,7,179,748,Cotejo
'111483C0400,111483C0400,11,GUANAJUATO,51,DISTRITO V,1483,2603,C,0,U,91,15,1,10,0,3,41,2,8,0,1,,,0,7,179,748,Cotejo
'111483C0500,111483C0500,11,GUANAJUATO,51,DISTRITO V,1483,2604,C,0,U,91,23,0,10,0,11,40,2,11,0,3,,,0,3,194,748,Cotejo
'111483C0600,111483C0600,11,GUANAJUATO,51,DISTRITO V,1483,2605,C,0,U,90,12,1,9,0,8,43,1,11,2,2,,,0,4,183,748,Cotejo
'111483C0700,111483C0700,11,GUANAJUATO,51,DISTRITO V,1483,2606,C,0,U,99,16,1,4,3,3,59,1,8,2,1,,,0,5,202,748,Cotejo
'111484B0100,111484B0100,11,GUANAJUATO,51,DISTRITO V,1484,1877,B,0,R,93,9,1,11,2,7,43,1,4,1,4,,,0,2,178,730,Cotejo
'111484C0100,111484C0100,11,GUANAJUATO,51,DISTRITO V,1484,1878,C,0,R,75,13,1,9,3,4,59,1,2,1,2,,,1,3,174,730,Cotejo
'111484C0200,111484C0200,11,GUANAJUATO,51,DISTRITO V,1484,1879,C,0,R,82,12,1,8,1,10,56,3,1,0,2,,,0,3,179,729,Cotejo
'111484C0300,111484C0300,11,GUANAJUATO,51,DISTRITO V,1484,1880,C,0,R,70,8,1,10,1,7,55,1,5,1,1,,,0,2,162,729,Cotejo
'111484C0400,111484C0400,11,GUANAJUATO,51,DISTRITO V,1484,1881,C,0,R,85,7,2,5,0,6,45,0,2,0,2,,,0,7,161,729,Cotejo
'111484C0500,111484C0500,11,GUANAJUATO,51,DISTRITO V,1484,1882,C,0,R,85,13,1,7,1,7,49,3,4,1,2,,,0,3,176,729,Cotejo
'111484C0600,111484C0600,11,GUANAJUATO,51,DISTRITO V,1484,1883,C,0,R,71,12,2,9,0,6,63,2,3,0,1,,,1,3,173,729,Cotejo
'111484C0700,111484C0700,11,GUANAJUATO,51,DISTRITO V,1484,1884,C,0,R,86,16,0,6,1,10,31,1,3,2,1,,,0,7,164,729,Cotejo
'111484C0800,111484C0800,11,GUANAJUATO,51,DISTRITO V,1484,1885,C,0,R,66,14,0,8,3,7,55,2,4,0,0,,,0,2,161,729,Cotejo
'111484E0100,1.11E+105,11,GUANAJUATO,51,DISTRITO V,1484,1886,E,0,R,27,8,0,2,0,2,8,1,1,0,0,,,0,2,51,98,Cotejo
'111490B0100,111490B0100,11,GUANAJUATO,51,DISTRITO V,1490,1895,B,0,R,87,21,0,6,1,7,53,2,2,0,0,,,0,3,182,707,Cotejo
'111490C0100,111490C0100,11,GUANAJUATO,51,DISTRITO V,1490,1896,C,0,R,135,21,2,7,3,6,44,1,2,0,3,,,0,2,226,706,Recuento
'111490C0200,111490C0200,11,GUANAJUATO,51,DISTRITO V,1490,1897,C,0,R,103,16,3,10,3,10,55,2,4,0,1,,,0,3,210,706,Cotejo
'111490C0300,111490C0300,11,GUANAJUATO,51,DISTRITO V,1490,1898,C,0,R,94,15,3,9,3,6,55,4,2,2,3,,,0,7,203,706,Cotejo
'111490C0400,111490C0400,11,GUANAJUATO,51,DISTRITO V,1490,1899,C,0,R,124,16,2,5,1,5,44,3,2,0,1,,,0,4,207,706,Cotejo
'111490C0500,111490C0500,11,GUANAJUATO,51,DISTRITO V,1490,1900,C,0,R,99,26,1,11,2,7,41,4,1,1,0,,,0,2,195,706,Cotejo
'111490C0600,111490C0600,11,GUANAJUATO,51,DISTRITO V,1490,1901,C,0,R,106,23,2,12,1,8,56,1,5,3,1,,,1,1,220,706,Cotejo
'111490C0700,111490C0700,11,GUANAJUATO,51,DISTRITO V,1490,1902,C,0,R,89,17,0,12,0,13,57,1,1,1,1,,,0,3,195,706,Cotejo
'111490C0800,111490C0800,11,GUANAJUATO,51,DISTRITO V,1490,1903,C,0,R,106,25,0,5,2,3,43,0,4,3,3,,,0,4,198,706,Cotejo
'111490C0900,111490C0900,11,GUANAJUATO,51,DISTRITO V,1490,1904,C,0,R,107,22,1,5,3,3,52,2,2,0,1,,,0,4,202,706,Cotejo
'111490C1000,111490C1000,11,GUANAJUATO,51,DISTRITO V,1490,1905,C,0,R,100,25,0,12,1,4,52,0,7,1,0,,,0,2,204,706,Cotejo
'111490C1100,111490C1100,11,GUANAJUATO,51,DISTRITO V,1490,1906,C,0,R,115,20,2,11,2,6,57,1,1,2,1,,,0,2,220,706,Cotejo
'111490C1200,111490C1200,11,GUANAJUATO,51,DISTRITO V,1490,1907,C,0,R,93,21,3,9,3,7,65,0,5,3,1,,,0,3,213,706,Cotejo
'111490C1300,111490C1300,11,GUANAJUATO,51,DISTRITO V,1490,1908,C,0,R,93,13,1,8,0,6,46,7,5,1,2,,,0,2,184,706,Cotejo
'111490C1400,111490C1400,11,GUANAJUATO,51,DISTRITO V,1490,1909,C,0,R,104,13,1,9,2,7,47,2,2,1,3,,,0,4,195,706,Cotejo
'111490C1500,111490C1500,11,GUANAJUATO,51,DISTRITO V,1490,1910,C,0,R,114,11,2,11,2,5,49,2,0,0,0,,,0,3,199,706,Cotejo
'111490E0100,1.11E+105,11,GUANAJUATO,51,DISTRITO V,1490,1911,E,0,R,131,19,3,6,4,10,78,5,2,0,7,,,0,4,269,681,Recuento
'111490E0101,1.11E+106,11,GUANAJUATO,51,DISTRITO V,1490,1912,E,1,R,149,28,2,10,0,10,54,3,2,1,3,,,0,4,266,681,Cotejo
'111490E0102,1.11E+107,11,GUANAJUATO,51,DISTRITO V,1490,1913,E,2,R,148,21,4,14,0,10,62,2,1,1,1,,,0,5,269,680,Cotejo
'111490E0103,1.11E+108,11,GUANAJUATO,51,DISTRITO V,1490,1914,E,3,R,142,28,1,8,1,2,55,2,3,1,4,,,0,7,254,680,Cotejo
'111490E0104,1.11E+109,11,GUANAJUATO,51,DISTRITO V,1490,1915,E,4,R,136,26,2,6,0,4,56,3,4,2,0,,,0,3,242,680,Cotejo
'111490E0105,1.11E+110,11,GUANAJUATO,51,DISTRITO V,1490,1916,E,5,R,136,26,1,12,1,9,58,0,4,0,0,,,1,3,251,680,Cotejo
'111490E0106,1.11E+111,11,GUANAJUATO,51,DISTRITO V,1490,1917,E,6,R,122,23,1,10,2,5,65,3,0,0,1,,,0,5,237,680,Cotejo
'111490E0107,1.11E+112,11,GUANAJUATO,51,DISTRITO V,1490,1918,E,7,R,146,15,4,7,3,7,66,5,4,2,2,,,0,4,265,680,Cotejo
'111491B0100,111491B0100,11,GUANAJUATO,51,DISTRITO V,1491,2624,B,0,U,62,29,2,11,1,7,47,1,11,1,0,,,0,10,182,653,Cotejo
'111491C0100,111491C0100,11,GUANAJUATO,51,DISTRITO V,1491,2625,C,0,U,91,17,4,10,2,5,39,0,6,2,1,,,0,2,179,653,Cotejo
'111491C0200,111491C0200,11,GUANAJUATO,51,DISTRITO V,1491,2626,C,0,U,110,20,2,14,2,6,51,2,3,0,4,,,1,3,218,653,Cotejo
'111491C0300,111491C0300,11,GUANAJUATO,51,DISTRITO V,1491,2627,C,0,U,75,18,1,10,1,6,51,1,4,0,0,,,0,6,173,653,Cotejo
'111491C0400,111491C0400,11,GUANAJUATO,51,DISTRITO V,1491,2628,C,0,U,84,18,1,9,0,3,51,4,4,1,2,,,0,3,180,653,Cotejo
'111491C0500,111491C0500,11,GUANAJUATO,51,DISTRITO V,1491,2629,C,0,U,79,25,1,4,1,7,46,0,7,0,2,,,0,5,177,653,Cotejo
'111491C0600,111491C0600,11,GUANAJUATO,51,DISTRITO V,1491,2630,C,0,U,84,24,4,7,2,6,44,5,4,2,3,,,0,1,186,652,Cotejo
'111492B0100,111492B0100,11,GUANAJUATO,51,DISTRITO V,1492,2631,B,0,U,97,17,4,4,0,7,51,2,7,4,2,,,1,6,202,710,Cotejo
'111492C0100,111492C0100,11,GUANAJUATO,51,DISTRITO V,1492,2632,C,0,U,92,25,0,7,5,2,63,0,9,2,1,,,0,1,207,709,Cotejo
'111492C0200,111492C0200,11,GUANAJUATO,51,DISTRITO V,1492,2633,C,0,U,78,24,2,10,1,7,46,3,8,3,3,,,0,7,192,709,Cotejo
'111492C0300,111492C0300,11,GUANAJUATO,51,DISTRITO V,1492,2634,C,0,U,90,15,2,12,1,1,60,2,4,0,1,,,0,4,192,709,Cotejo
'111492C0400,111492C0400,11,GUANAJUATO,51,DISTRITO V,1492,2635,C,0,U,99,15,1,7,1,10,53,5,5,0,2,,,0,4,202,709,Cotejo
'111492C0400,111492C0400,11,GUANAJUATO,51,DISTRITO V,1492,2635,C,0,U,99,15,1,7,1,10,53,5,5,2,2,,,0,4,204,709,Cotejo
'111492C0500,111492C0500,11,GUANAJUATO,51,DISTRITO V,1492,2636,C,0,U,79,25,1,9,1,6,51,3,5,2,1,,,0,8,191,709,Cotejo
'111492C0600,111492C0600,11,GUANAJUATO,51,DISTRITO V,1492,2637,C,0,U,85,11,2,9,4,6,67,3,12,1,4,,,1,2,207,709,Cotejo
'111492C0700,111492C0700,11,GUANAJUATO,51,DISTRITO V,1492,2638,C,0,U,85,23,2,9,0,3,55,1,10,0,3,,,0,2,193,709,Cotejo
'111493B0100,111493B0100,11,GUANAJUATO,51,DISTRITO V,1493,2639,B,0,U,75,19,1,9,1,3,66,1,4,0,1,,,0,6,186,683,Cotejo
'111493C0100,111493C0100,11,GUANAJUATO,51,DISTRITO V,1493,2640,C,0,U,79,20,0,16,3,10,51,0,4,0,0,,,1,3,187,683,Cotejo
'111493C0200,111493C0200,11,GUANAJUATO,51,DISTRITO V,1493,2641,C,0,U,84,17,0,12,0,3,54,1,10,3,2,,,0,3,189,683,Cotejo
'111493C0300,111493C0300,11,GUANAJUATO,51,DISTRITO V,1493,2642,C,0,U,76,11,1,16,1,8,61,0,0,1,2,,,0,0,177,682,Cotejo
'111493C0400,111493C0400,11,GUANAJUATO,51,DISTRITO V,1493,2643,C,0,U,72,19,2,9,2,5,59,2,2,1,3,,,1,6,183,682,Cotejo
'111493C0500,111493C0500,11,GUANAJUATO,51,DISTRITO V,1493,2644,C,0,U,64,20,0,19,0,5,56,0,1,2,1,,,0,0,168,682,Cotejo
'111493C0600,111493C0600,11,GUANAJUATO,51,DISTRITO V,1493,2645,C,0,U,69,17,0,7,1,4,60,3,1,0,0,,,0,1,163,682,Cotejo
'111493E0100,1.11E+105,11,GUANAJUATO,51,DISTRITO V,1493,2646,E,0,U,91,22,0,11,0,8,64,0,1,1,1,,,0,3,202,593,Cotejo
'111493E0101,1.11E+106,11,GUANAJUATO,51,DISTRITO V,1493,2647,E,1,U,76,12,2,7,4,5,34,1,4,1,1,,,0,4,151,592,Cotejo
'111493E0102,1.11E+107,11,GUANAJUATO,51,DISTRITO V,1493,2648,E,2,U,88,17,2,9,4,4,50,6,2,0,1,,,0,5,188,592,Cotejo
'111494B0100,111494B0100,11,GUANAJUATO,51,DISTRITO V,1494,1919,B,0,R,69,23,2,9,2,6,51,1,9,0,1,,,0,2,175,740,Cotejo
'111494C0100,111494C0100,11,GUANAJUATO,51,DISTRITO V,1494,1920,C,0,R,91,11,2,11,2,8,76,1,8,0,2,,,0,6,218,739,Cotejo
'111494C0200,111494C0200,11,GUANAJUATO,51,DISTRITO V,1494,1921,C,0,R,77,18,0,4,2,5,68,1,8,2,0,,,0,6,191,739,Cotejo
'111494C0300,111494C0300,11,GUANAJUATO,51,DISTRITO V,1494,1922,C,0,R,94,11,3,6,1,7,39,1,3,1,1,,,0,3,170,739,Cotejo
'111494C0400,111494C0400,11,GUANAJUATO,51,DISTRITO V,1494,1923,C,0,R,95,20,3,6,2,10,56,3,4,0,0,,,0,4,203,739,Cotejo
'111494C0500,111494C0500,11,GUANAJUATO,51,DISTRITO V,1494,1924,C,0,R,105,18,0,9,1,4,57,0,5,2,3,,,0,3,207,739,Cotejo
'111494C0600,111494C0600,11,GUANAJUATO,51,DISTRITO V,1494,1925,C,0,R,102,22,1,7,1,13,59,0,5,3,2,,,0,2,217,739,Cotejo
'111494C0700,111494C0700,11,GUANAJUATO,51,DISTRITO V,1494,1926,C,0,R,97,21,1,13,0,6,56,0,4,0,2,,,0,6,206,739,Cotejo
'111494C0800,111494C0800,11,GUANAJUATO,51,DISTRITO V,1494,1927,C,0,R,103,17,1,14,1,6,49,3,6,0,0,,,0,5,205,739,Cotejo
'111494C0900,111494C0900,11,GUANAJUATO,51,DISTRITO V,1494,1928,C,0,R,79,18,1,11,2,3,47,1,5,3,0,,,0,6,176,739,Cotejo
'111494C1000,111494C1000,11,GUANAJUATO,51,DISTRITO V,1494,1929,C,0,R,91,16,1,10,2,10,44,2,6,4,3,,,0,4,193,739,Cotejo
'111494C1100,111494C1100,11,GUANAJUATO,51,DISTRITO V,1494,1930,C,0,R,79,33,3,7,5,9,68,3,4,1,0,,,0,3,215,739,Cotejo
'111721B0100,111721B0100,11,GUANAJUATO,51,DISTRITO V,1721,3221,B,0,U,180,21,2,4,6,7,53,3,1,0,0,,,0,3,280,628,Cotejo
'111721C0100,111721C0100,11,GUANAJUATO,51,DISTRITO V,1721,3222,C,0,U,170,29,2,8,0,7,63,2,0,0,1,,,1,5,288,627,Cotejo
'111722B0100,111722B0100,11,GUANAJUATO,51,DISTRITO V,1722,3223,B,0,U,167,29,4,9,3,8,94,6,0,2,2,,,0,8,332,672,Cotejo
'111722C0100,111722C0100,11,GUANAJUATO,51,DISTRITO V,1722,3224,C,0,U,143,22,6,11,3,11,91,1,4,4,2,,,1,4,303,672,Cotejo
'111723B0100,111723B0100,11,GUANAJUATO,51,DISTRITO V,1723,3225,B,0,U,205,27,2,8,2,8,49,8,5,2,2,,,0,12,330,535,Recuento
